T40-1053,1.0
T40-1113,1.0
T40-40,1.0
T40-272,1.0
T40-1860,1.0
T40-356,1.0
T40-1117,1.0
T40-1647,1.0
T40-1541,1.0
T40-544,1.0
T40-1758,1.0
T40-1846,1.0
T40-1919,1.0
T40-2050,1.0
T40-85,1.0
T40-1397,1.0
T40-734,1.0
T40-1035,1.0
T40-1840,1.0
T40-1655,1.0
T40-28,1.0
T40-1054,1.0
T40-1261,1.0
T40-247,1.0
T40-2108,0.0
T40-1675,1.0
T40-662,1.0
T40-311,1.0
T40-105,1.0
T40-1383,0.0
T40-388,0.0
T40-720,0.0
T40-994,1.0
T40-638,0.0
T40-1866,1.0
T40-1218,1.0
T40-553,0.0
T40-303,1.0
T40-1556,0.0
T40-951,0.0
T40-1150,0.0
T40-1354,0.0
T40-1216,1.0
T40-1183,1.0
T40-1983,0.0
T40-822,1.0
T40-2145,1.0
T40-52,1.0
T40-412,0.0
T40-961,1.0
T40-185,1.0
T40-2043,0.0
T40-304,1.0
T40-1956,1.0
T40-655,1.0
T40-307,0.0
T40-1562,1.0
T40-888,1.0
T40-2091,1.0
T40-1930,1.0
T40-463,1.0
T40-776,1.0
T40-1627,1.0
T40-1970,0.0
T40-1703,0.0
T40-1410,1.0
T40-1563,1.0
T40-59,1.0
T40-1209,1.0
T40-1653,0.0
T40-230,1.0
T40-1505,1.0
T40-1890,1.0
T40-777,1.0
T40-1508,1.0
T40-216,1.0
T40-1149,0.0
T40-164,1.0
T40-44,1.0
T40-1729,0.0
T40-20,1.0
T40-1699,1.0
T40-22,1.0
T40-1110,1.0
T40-1251,0.0
T40-387,1.0
T40-264,1.0
T40-804,1.0
T40-475,0.0
T40-755,1.0
T40-1522,1.0
T40-1472,1.0
T40-1906,1.0
T40-626,1.0
T40-926,0.0
T40-667,1.0
T40-1490,0.0
T40-2029,1.0
T40-615,1.0
T40-688,1.0
T40-286,0.0
T40-797,1.0
T40-278,1.0
T40-521,1.0
T40-798,1.0
T40-62,1.0
T40-1436,1.0
T40-1641,0.0
T40-1982,1.0
T40-1895,1.0
T40-1787,1.0
T40-199,1.0
T40-1144,1.0
T40-1581,1.0
T40-1625,1.0
T40-1229,1.0
T40-642,1.0
T40-2130,0.0
T40-1808,1.0
T40-716,0.0
T40-1317,0.0
T40-1453,1.0
T40-263,0.0
T40-1804,1.0
T40-761,1.0
T40-1006,1.0
T40-83,1.0
T40-1286,1.0
T40-593,1.0
T40-857,0.0
T40-1985,1.0
T40-1474,1.0
T40-803,1.0
T40-150,1.0
T40-771,1.0
T40-858,1.0
T40-434,0.0
T40-1798,1.0
T40-1174,1.0
T40-2080,1.0
T40-1424,0.0
T40-606,1.0
T40-1752,1.0
T40-1684,1.0
T40-2016,1.0
T40-850,1.0
T40-1603,1.0
T40-2031,1.0
T40-744,0.0
T40-874,1.0
T40-1241,1.0
T40-392,1.0
T40-569,1.0
T40-1307,1.0
T40-1864,1.0
T40-2162,0.0
T40-828,1.0
T40-49,1.0
T40-2104,1.0
T40-2025,1.0
T40-360,1.0
T40-1663,1.0
T40-1311,1.0
T40-55,1.0
T40-583,1.0
T40-160,0.0
T40-1075,1.0
T40-2062,0.0
T40-504,1.0
T40-621,0.0
T40-1439,1.0
T40-1186,1.0
T40-1190,0.0
T40-713,1.0
T40-2094,1.0
T40-1902,1.0
T40-782,1.0
T40-1903,1.0
T40-1096,1.0
T40-1329,1.0
T40-302,0.0
T40-1315,1.0
T40-524,1.0
T40-1153,1.0
T40-962,1.0
T40-1363,0.0
T40-554,0.0
T40-1585,0.0
T40-158,0.0
T40-1765,1.0
T40-829,1.0
T40-423,1.0
T40-494,1.0
T40-1736,0.0
T40-267,1.0
T40-111,1.0
T40-1938,1.0
T40-2111,1.0
T40-1504,1.0
T40-725,0.0
T40-367,0.0
T40-1361,1.0
T40-2018,1.0
T40-1661,0.0
T40-846,1.0
T40-1871,1.0
T40-1760,1.0
T40-754,0.0
T40-1146,1.0
T40-420,1.0
T40-1967,1.0
T40-1680,1.0
T40-1552,1.0
T40-527,1.0
T40-202,1.0
T40-2045,1.0
T40-139,1.0
T40-1094,1.0
T40-799,1.0
T40-1432,1.0
T40-276,1.0
T40-2144,0.0
T40-1100,0.0
T40-1605,1.0
T40-560,1.0
T40-178,1.0
T40-940,1.0
T40-1334,1.0
T40-1476,1.0
T40-1936,0.0
T40-2109,1.0
T40-285,1.0
T40-2058,1.0
T40-815,1.0
T40-889,1.0
T40-1529,0.0
T40-1483,1.0
T40-567,0.0
T40-1764,1.0
T40-208,1.0
T40-2074,1.0
T40-2002,1.0
T40-1337,0.0
T40-1639,0.0
T40-1870,1.0
T40-446,1.0
T40-1273,1.0
T40-964,1.0
T40-1211,1.0
T40-1971,0.0
T40-780,0.0
T40-444,1.0
T40-2118,1.0
T40-1281,0.0
T40-386,1.0
T40-616,1.0
T40-1924,0.0
T40-2156,1.0
T40-1977,1.0
T40-357,1.0
T40-246,0.0
T40-1790,1.0
T40-1380,0.0
T40-107,0.0
T40-93,0.0
T40-1041,1.0
T40-1551,0.0
T40-959,0.0
T40-925,0.0
T40-2035,1.0
T40-1850,1.0
T40-297,1.0
T40-2115,1.0
T40-1897,1.0
T40-219,0.0
T40-68,0.0
T40-534,0.0
T40-238,0.0
T40-1121,0.0
T40-729,0.0
T40-682,1.0
T40-1080,0.0
T40-289,1.0
T40-440,0.0
T40-27,0.0
T40-1278,0.0
T40-1642,1.0
T40-759,0.0
T40-343,1.0
T40-783,1.0
T40-1155,1.0
T40-1538,1.0
T40-2066,0.0
T40-1068,0.0
T40-1517,0.0
T40-1545,0.0
T40-89,0.0
T40-699,0.0
T40-1717,1.0
T40-873,1.0
T40-1780,1.0
T40-323,0.0
T40-924,0.0
T40-454,0.0
T40-37,0.0
T40-1231,1.0
T40-1428,0.0
T40-152,0.0
T40-1173,1.0
T40-38,0.0
T40-331,0.0
T40-262,0.0
T40-1806,0.0
T40-1167,0.0
T40-708,0.0
T40-1744,1.0
T40-1237,0.0
T40-558,1.0
T40-1747,0.0
T40-429,1.0
T40-1574,0.0
T40-1974,0.0
T40-151,1.0
T40-25,0.0
T40-1415,1.0
T40-11,0.0
T40-1103,0.0
T40-2054,1.0
T40-855,1.0
T40-1030,1.0
T40-458,0.0
T40-1853,0.0
T40-526,0.0
T40-129,1.0
T40-1841,1.0
T40-549,1.0
T40-1492,1.0
T40-1404,1.0
T40-1814,0.0
T40-1722,0.0
T40-1954,1.0
T40-890,1.0
